_FAMILY,AUTHOR,BASE,CONTROLLER_FILE_PATH,DESTINATION_MODUL,DETAIL,DICTIONARY_ID,FILE_NAME,FILE_PATH,FOLDER,FRIENDLY_URL,FULL_FUSEACTION,FUSEACTION,FUSEACTION2,HEAD,IS_ACTIVE,IS_ADD,IS_DELETE,IS_MENU,IS_SPECIAL,IS_TEMP,IS_UPDATE,IS_WBO_DENIED,IS_WBO_FORM_LOCK,IS_WBO_LOCK,IS_WBO_LOG,LEFT_MENU_NAME,MODUL,MODUL_SHORT_NAME,MODULE_NO,OBJECTS_COUNT,POPUP_TYPE,RECORD_DATE,RECORD_EMP,RECORD_IP,RELATED_FUSEACTION,RELATED_MODUL_SHORT_NAME,SECURITY,STAGE,STATUS,TYPE,UPDATE_DATE,UPDATE_EMP,UPDATE_IP,VERSION,WINDOW
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'detail_par.cfm','objects/display/detail_par.cfm','display',NULL,'objects.popup_par_det','popup_par_det',NULL,'display/detail_par.cfm',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,1646,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',3,'2012-08-08 07:29:03.587',3,'192.168.18.95','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'list_par_events.cfm','objects/display/list_par_events.cfm','display',NULL,'objects.popup_par_events','popup_par_events',NULL,'Partner Olay Listesi',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,23,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',4,'2012-08-11 08:29:48.783',3,'192.168.19.52','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'partner_cats.cfm','objects/display/partner_cats.cfm','display',NULL,'objects.popup_partner_cats','popup_partner_cats',NULL,'Müşteri Tip Listesi',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,0,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',4,'2012-08-14 03:24:41.597',3,'192.168.19.52','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'partner_cats_search.cfm','objects/display/partner_cats_search.cfm','display',NULL,'objects.popup_partner_cats_search','popup_partner_cats_search',NULL,'Üye Kategori Listesi',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,0,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',4,'2012-08-14 03:25:52.873',3,'192.168.19.52','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'payment_with_voucher.cfm','objects/form/payment_with_voucher.cfm','form',NULL,'objects.popup_payment_with_voucher','popup_payment_with_voucher',NULL,'Ödeme Planı Ekle Güncelle',1,1,0,NULL,0,0,1,0,0,0,NULL,NULL,'Objects','objects',47,4155,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',1,'2012-08-10 11:48:43.31',3,'192.168.18.95','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'list_paymethods.cfm','objects/display/list_paymethods.cfm','display',NULL,'objects.popup_paymethods','popup_paymethods',NULL,'display/list_paymethods.cfm',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,11096,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',4,'2012-07-24 07:53:05.793',23,'192.168.18.74','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'print_editor.cfm','objects/display/print_editor.cfm','display',NULL,'objects.popup_print_editor','popup_print_editor',NULL,'Yazdırma Ekranı',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,77,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',9,'2012-08-11 08:47:58.233',3,'192.168.19.52','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'print_files.cfm','objects/display/print_files.cfm','display',NULL,'objects.popup_print_files','popup_print_files',NULL,'display/print_files.cfm',1,1,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,82453,'page','2012-02-28 11:06:48.0',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',1,'2012-08-06 12:50:42.56',3,'192.168.18.95','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'print_voucher.cfm','objects/display/print_voucher.cfm','display',NULL,'objects.popup_print_sales_voucher','popup_print_sales_voucher',NULL,'Senet Yazdır',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,0,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',9,'2012-08-22 07:11:05.127',3,'192.168.18.15','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'barcode_self.cfm','objects/display/barcode_self.cfm','display',NULL,'objects.popup_print_self_barcode','popup_print_self_barcode',NULL,'Barkod Yazdırma',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,58,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',9,'2012-08-11 08:08:02.707',3,'192.168.19.52','v 12','popup'
NULL,1,'ERP',NULL,NULL,NULL,NULL,'print_debit_claim_note.cfm','ch/form/print_debit_claim_note.cfm','..\ch\form',NULL,'objects.popup_print_upd_debit_claim_note','popup_print_upd_debit_claim_note',NULL,'Borç Alacak Dekontu Detay',1,0,0,NULL,0,0,0,NULL,NULL,NULL,0,NULL,'Objects','objects',47,204,'page','2013-12-26 13:33:52.0',10,'127.0.0.1',NULL,NULL,'HTTP',52,'Deployment',9,NULL,NULL,NULL,'v 14.00','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'list_marks.cfm  ','objects/display/list_marks.cfm  ','display',NULL,'objects.popup_product_brands','popup_product_brands',NULL,'display/list_marks.cfm  ',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,2443,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',4,'2012-08-08 09:03:50.017',3,'192.168.18.95','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'list_product_cat_names.cfm','objects/display/list_product_cat_names.cfm','display',NULL,'objects.popup_product_cat_names','popup_product_cat_names',NULL,'display/list_product_cat_names.cfm',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,17634,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',4,'2012-08-06 13:07:18.873',3,'192.168.18.95','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'list_product_contract.cfm  ','objects/display/list_product_contract.cfm  ','display',NULL,'objects.popup_product_contract','popup_product_contract',NULL,'Ürün Koşul Ekranı',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,93,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',9,'2012-08-11 07:12:35.577',3,'192.168.19.52','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'list_product_names.cfm','objects/display/list_product_names.cfm','display',NULL,'objects.popup_product_names','popup_product_names',NULL,'Ürünler',1,0,0,NULL,0,0,0,0,0,0,0,NULL,'Objects','objects',47,57610,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',4,'2012-09-18 10:25:27.73',10,'192.168.18.109','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'list_product_price_history_js.cfm','objects/display/list_product_price_history_js.cfm','display',NULL,'objects.popup_product_price_history_js','popup_product_price_history_js',NULL,'display/list_product_price_history_js.cfm',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,1517,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',4,'2012-08-06 14:35:41.887',3,'192.168.18.95','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'list_product_price_history_public_js.cfm','objects/display/list_product_price_history_public_js.cfm','display',NULL,'objects.popup_product_price_history_public_js','popup_product_price_history_public_js',NULL,'display/list_product_price_history_public_js.cfm',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,609,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',3,'2012-08-09 11:51:37.017',3,'192.168.18.95','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'list_product_price_unit.cfm','objects/display/list_product_price_unit.cfm','display',NULL,'objects.popup_product_price_unit','popup_product_price_unit',NULL,'display/list_product_price_unit.cfm',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,2888,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',4,'2012-08-08 08:21:47.483',3,'192.168.18.95','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'product_property_detail.cfm','objects/display/product_property_detail.cfm','display',NULL,'objects.popup_product_property','popup_product_property',NULL,'display/product_property_detail.cfm',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,131,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',3,'2012-08-09 15:13:02.737',3,'192.168.18.18','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'product_stocks.cfm','objects/display/product_stocks.cfm','display',NULL,'objects.popup_product_stocks','popup_product_stocks',NULL,'display/product_stocks.cfm',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,527,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',3,'2012-08-08 10:23:37.943',3,'192.168.18.95','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'list_products.cfm','objects/display/list_products.cfm','display',NULL,'objects.popup_products','popup_products',NULL,'Ürünler',1,0,0,NULL,0,0,0,0,0,0,0,NULL,'Objects','objects',47,136472,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',4,'2012-09-17 13:48:34.41',88,'192.168.6.13','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'list_only_products.cfm','objects/display/list_only_products.cfm','display',NULL,'objects.popup_products_only','popup_products_only',NULL,'display/list_only_products.cfm',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,5152,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',4,'2012-07-09 14:02:15.387',10,'192.168.18.61','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'list_popup_product_sale_1_js.cfm','objects/display/list_popup_product_sale_1_js.cfm','display',NULL,'objects.popup_products_special_js','popup_products_special_js',NULL,'Ürün Listesi',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,14,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',4,'2012-08-14 02:42:10.053',3,'192.168.19.52','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'list_reserved_orders.cfm','objects/display/list_reserved_orders.cfm','display',NULL,'objects.popup_reserved_orders','popup_reserved_orders',NULL,'display/list_reserved_orders.cfm',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,5582,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',4,'2012-07-12 13:53:54.62',2,'192.168.18.118','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'popup_reserved_production_orders.cfm','objects/display/popup_reserved_production_orders.cfm','display',NULL,'objects.popup_reserved_production_orders','popup_reserved_production_orders',NULL,'Beklenen   Üretim Emirleri',1,0,0,NULL,0,0,0,0,0,0,0,NULL,'Objects','objects',47,3670,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',4,'2012-09-17 12:11:29.54',88,'192.168.6.13','v 12','popup'
NULL,1,'Other',NULL,NULL,NULL,NULL,'popup_save_asset_file.cfm','objects/form/popup_save_asset_file.cfm','form',NULL,'objects.popup_save_asset_file','popup_save_asset_file',NULL,'form/popup_save_asset_file',1,1,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,749,'page','2011-07-11 09:28:42.0',376,'192.168.1.10',NULL,NULL,'HTTP',52,'Deployment',1,'2012-08-09 08:50:42.327',3,'192.168.18.95','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'scan_document.cfm','objects/display/scan_document.cfm','display',NULL,'objects.popup_scan_document','popup_scan_document',NULL,'display/scan_document.cfm',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,16,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',3,'2012-08-09 11:46:46.917',3,'192.168.18.95','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'dsp_flash_paper_action.cfm','objects/display/dsp_flash_paper_action.cfm','display',NULL,'objects.popup_send_flash_paper_action','popup_send_flash_paper_action',NULL,'display/dsp_flash_paper_action.cfm',1,1,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,7662,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',2,'2012-06-12 14:52:12.067',45,'192.168.18.66','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'send_mail.cfm','objects/display/send_mail.cfm','display',NULL,'objects.popup_send_mail','popup_send_mail',NULL,'display/send_mail.cfm',1,1,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,790,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',1,'2012-08-08 14:54:27.137',3,'192.168.18.95','v 12','popup'
NULL,1,'ERP',NULL,NULL,NULL,NULL,'popup_form_send_mail_duty_claim.cfm','objects/form/popup_form_send_mail_duty_claim.cfm','form',NULL,'objects.popup_send_mail_duty_claim','popup_send_mail_duty_claim',NULL,'Toplu Mail Gönder',1,0,0,NULL,0,0,1,NULL,NULL,NULL,0,NULL,'Objects','objects',47,920,'page','2014-02-10 18:15:25.0',1471,'127.0.0.1',NULL,NULL,'HTTP',52,'Deployment',1,NULL,NULL,NULL,'v 14.00','popup'
NULL,1,'ERP',NULL,NULL,NULL,NULL,'popup_form_send_mail_mutabakat.cfm','objects/form/popup_form_send_mail_mutabakat.cfm','form',NULL,'objects.popup_send_mail_mutabakat','popup_send_mail_mutabakat',NULL,'Mutabakat Mektubu Mail Gönder',1,0,0,NULL,0,0,1,NULL,0,NULL,0,NULL,'Objects','objects',47,128,'page','2014-02-11 13:22:41.0',1471,'127.0.0.1',NULL,NULL,'HTTP',52,'Deployment',1,'2014-02-11 13:23:00.21',1471,'127.0.0.1','v 14.00','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'send_mail_with_pdf.cfm','objects/form/send_mail_with_pdf.cfm','form',NULL,'objects.popup_send_mail_with_pdf','popup_send_mail_with_pdf',NULL,'Pdf li Mail Gönderme',1,1,0,NULL,0,0,0,NULL,0,NULL,0,NULL,'Objects','objects',47,1434,'page','2014-03-04 12:08:03.0',35,'127.0.0.1',NULL,NULL,'HTTP',52,'Development',1,'2014-03-04 12:09:06.16',35,'127.0.0.1','v 14.00','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'dsp_print.cfm','objects/display/dsp_print.cfm','display',NULL,'objects.popup_send_print','popup_send_print',NULL,'display/dsp_print.cfm',1,1,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,11923,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',1,'2012-08-06 13:00:37.58',3,'192.168.18.95','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'dsp_action_print.cfm','objects/display/dsp_action_print.cfm','display',NULL,'objects.popup_send_print_action','popup_send_print_action',NULL,'display/dsp_action_print.cfm',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,11855,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',3,'2012-08-06 13:06:54.08',3,'192.168.18.95','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'lot_no_separated.cfm','objects/display/lot_no_separated.cfm','display',NULL,'objects.popup_separated_lot','popup_separated_lot',NULL,'Toplu Seri ve Lot No Yazdır',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,107,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',4,'2012-08-14 03:15:50.833',3,'192.168.19.52','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'serial_no_search.cfm','objects/form/serial_no_search.cfm','form',NULL,'objects.popup_serial_no_search','popup_serial_no_search',NULL,'form/serial_no_search.cfm',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,455,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',4,'2012-08-09 14:57:25.92',3,'192.168.18.18','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'list_session_var.cfm','objects/display/list_session_var.cfm','display',NULL,'objects.popup_session','popup_session',NULL,'Session Görüntüleme',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,5209,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',9,'2012-08-14 02:54:29.01',3,'192.168.19.52','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'setup_form_objects.cfm','objects/form/setup_form_objects.cfm','form',NULL,'objects.popup_setup_form_objects','popup_setup_form_objects',NULL,'popup_setup_form_objects',1,1,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,10414,'page','2012-03-06 12:59:08.0',376,'192.168.1.10',NULL,NULL,'HTTP',52,'Deployment',1,'2012-07-11 16:32:26.907',10,'192.168.18.61','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'list_std_sale.cfm','objects/display/list_std_sale.cfm','display',NULL,'objects.popup_std_sale','popup_std_sale',NULL,'display/list_std_sale.cfm',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,1195,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',4,'2012-08-08 09:34:36.057',3,'192.168.18.95','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'form_training_trainer.cfm','objects/form/form_training_trainer.cfm','form',NULL,'objects.popup_training_trainer','popup_training_trainer',NULL,'Çalışanın Verdiği Eğitimler',1,1,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,323,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',1,'2012-08-11 15:40:49.35',23,'192.168.18.74','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'upd_activity_plan_result.cfm','objects/form/upd_activity_plan_result.cfm','form',NULL,'objects.popup_upd_activity_plan_result','popup_upd_activity_plan_result',NULL,'Etkinlik Sonucu',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,8,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',9,'2012-08-22 08:35:50.857',3,'192.168.18.15','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'update_address.cfm','objects/form/update_address.cfm','form',NULL,'objects.popup_upd_address','popup_upd_address',NULL,'Adres Güncelle',1,0,0,NULL,0,0,1,0,0,0,NULL,NULL,'Objects','objects',47,13,'page','2011-06-30 09:58:23.0',2199,'192.168.18.33',NULL,NULL,'HTTP',52,'Deployment',1,'2012-08-27 13:28:01.373',3,'192.168.18.15','v 12','popup'
NULL,1,'Systems',NULL,NULL,NULL,NULL,'upd_detail_survey_questions.cfm','objects/form/upd_detail_survey_questions.cfm','form',NULL,'objects.popup_upd_detail_survey_questions','popup_upd_detail_survey_questions',NULL,'Soru Güncelle',1,0,0,NULL,0,0,1,NULL,NULL,NULL,NULL,NULL,'Objects','objects',47,774,NULL,'2012-07-10 09:57:34.0',26,'192.168.18.90',NULL,NULL,'HTTPS',52,'Deployment',1,'2012-08-10 15:46:49.967',3,'192.168.19.52','v 12','normal'
NULL,1,'Intranet',NULL,'agenda',NULL,NULL,'form_upd_event.cfm','agenda/form/form_upd_event.cfm','../agenda/form',NULL,'objects.popup_upd_event','popup_upd_event',NULL,'Olay Güncelle',1,0,0,NULL,0,0,1,0,0,0,NULL,NULL,'Objects','objects',47,258,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',1,'2012-08-10 11:57:53.957',3,'192.168.18.95','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'upd_event_plan_result.cfm','objects/form/upd_event_plan_result.cfm','form',NULL,'objects.popup_upd_event_plan_result','popup_upd_event_plan_result',NULL,'Ziyaret Sonucu Güncelle',1,0,0,NULL,0,0,1,0,0,0,NULL,NULL,'Objects','objects',47,2196,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',1,'2012-08-10 11:51:11.133',3,'192.168.18.95','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'upd_expensecenter_invoice.cfm','objects/form/upd_expensecenter_invoice.cfm','form',NULL,'objects.popup_upd_expensecenter_invoice','popup_upd_expensecenter_invoice',NULL,'Faturayı Maliyet Merkezleri Dağıtım Ekranı',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,1606,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',9,'2012-08-10 11:31:26.58',3,'192.168.18.95','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'upd_expensecenter_invoice_detail.cfm','objects/form/upd_expensecenter_invoice_detail.cfm','form',NULL,'objects.popup_upd_expensecenter_invoice_detail','popup_upd_expensecenter_invoice_detail',NULL,'form/upd_expensecenter_invoice_detail.cfm',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,844,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',3,'2012-08-08 08:36:44.747',3,'192.168.18.95','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'upd_income_center_invoice.cfm','objects/form/upd_income_center_invoice.cfm','form',NULL,'objects.popup_upd_income_center_invoice','popup_upd_income_center_invoice',NULL,'form/upd_income_center_invoice.cfm',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,889,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',3,'2012-08-08 09:34:05.217',3,'192.168.18.95','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'upd_income_center_invoice_detail.cfm','objects/form/upd_income_center_invoice_detail.cfm','form',NULL,'objects.popup_upd_income_center_invoice_detail','popup_upd_income_center_invoice_detail',NULL,'Ayrıntılı Gelir Dağıtım Güncelle',1,0,0,NULL,0,0,1,0,0,0,NULL,NULL,'Objects','objects',47,535,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',1,'2012-08-10 11:58:32.39',3,'192.168.18.95','v 12','popup'
NULL,1,'HR',NULL,NULL,NULL,NULL,'upd_password_maker.cfm','objects/form/upd_password_maker.cfm','form',NULL,'objects.popup_upd_password_maker','popup_upd_password_maker',NULL,'Şifrematik Güncelle',1,0,0,NULL,0,0,1,0,0,0,NULL,NULL,'Objects','objects',47,57,'page','2011-08-18 07:40:38.0',376,'192.168.1.10',NULL,NULL,'HTTP',52,'Deployment',1,'2012-08-11 08:03:24.897',3,'192.168.19.52','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'upd_product_brands.cfm','objects/form/upd_product_brands.cfm','form',NULL,'objects.popup_upd_product_brands','popup_upd_product_brands',NULL,'form/upd_product_brands.cfm',1,1,0,NULL,0,0,0,0,0,0,NULL,NULL,'Objects','objects',47,813,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',1,'2012-07-11 09:17:15.737',23,'192.168.18.74','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'upd_pursuits_documents_plus.cfm','objects/form/upd_pursuits_documents_plus.cfm','form',NULL,'objects.popup_upd_pursuits_documents_plus','popup_upd_pursuits_documents_plus',NULL,'Takip Güncelle',1,0,0,NULL,0,0,1,0,0,0,NULL,NULL,'Objects','objects',47,64,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',1,'2012-08-10 15:42:33.627',3,'192.168.19.52','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'upd_serial_no_guaranty.cfm','objects/form/upd_serial_no_guaranty.cfm','form',NULL,'objects.popup_upd_serialno_guaranty','popup_upd_serialno_guaranty',NULL,'Garanti Güncelle',1,0,0,NULL,0,0,1,0,0,0,NULL,NULL,'Objects','objects',47,356,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',1,'2012-08-10 15:39:37.857',3,'192.168.19.52','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'upd_ship_stock_rows.cfm','objects/form/upd_ship_stock_rows.cfm','form',NULL,'objects.popup_upd_ship_stock_rows','popup_upd_ship_stock_rows',NULL,'İrsaliye Stok Hareketi Ekle Güncelle',1,1,0,NULL,0,0,1,0,0,0,NULL,NULL,'Objects','objects',47,77,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',1,'2012-08-11 07:33:06.687',3,'192.168.19.52','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'upd_specify_settings.cfm','objects/form/upd_specify_settings.cfm','form',NULL,'objects.popup_upd_specify_settings','popup_upd_specify_settings',NULL,'Seri No Güncelle',1,0,0,NULL,0,0,1,0,0,0,NULL,NULL,'Objects','objects',47,33,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',1,'2012-08-10 15:22:40.19',3,'192.168.19.52','v 12','popup'
NULL,1,'Intranet',NULL,NULL,NULL,NULL,'upd_spect_list.cfm','objects/form/upd_spect_list.cfm','form',NULL,'objects.popup_upd_spect','popup_upd_spect',NULL,'Spec Konfigürasyon Güncelle',1,0,0,NULL,0,0,1,0,0,0,NULL,NULL,'Objects','objects',47,3874,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',1,'2012-08-10 11:38:50.783',3,'192.168.18.95','v 12','popup'
