_FAMILY,AUTHOR,BASE,CONTROLLER_FILE_PATH,DESTINATION_MODUL,DETAIL,DICTIONARY_ID,FILE_NAME,FILE_PATH,FOLDER,FRIENDLY_URL,FULL_FUSEACTION,FUSEACTION,FUSEACTION2,HEAD,IS_ACTIVE,IS_ADD,IS_DELETE,IS_MENU,IS_SPECIAL,IS_TEMP,IS_UPDATE,IS_WBO_DENIED,IS_WBO_FORM_LOCK,IS_WBO_LOCK,IS_WBO_LOG,LEFT_MENU_NAME,MODUL,MODUL_SHORT_NAME,MODULE_NO,OBJECTS_COUNT,POPUP_TYPE,RECORD_DATE,RECORD_EMP,RECORD_IP,RELATED_FUSEACTION,RELATED_MODUL_SHORT_NAME,SECURITY,STAGE,STATUS,TYPE,UPDATE_DATE,UPDATE_EMP,UPDATE_IP,VERSION,WINDOW
NULL,1,'CRM',NULL,NULL,NULL,NULL,'list_campaign_paymethods.cfm','campaign/display/list_campaign_paymethods.cfm','display',NULL,'campaign.popup_list_campaign_paymethods','popup_list_campaign_paymethods',NULL,'Kampanya Ödeme Yöntemi Ekle',1,1,0,NULL,0,0,0,0,0,0,NULL,NULL,'Campaign','campaign',15,130,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',1,'2012-08-23 12:09:13.78',10,'192.168.18.109','v 12','popup'
NULL,1,'CRM',NULL,NULL,NULL,NULL,'list_content.cfm','campaign/display/list_content.cfm','display',NULL,'campaign.popup_list_content','popup_list_content',NULL,'Kampanya İçerikleri',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Campaign','campaign',15,56,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',4,'2012-08-23 15:49:32.647',10,'192.168.18.109','v 12','popup'
NULL,1,'CRM',NULL,'objects',NULL,NULL,'list_detailed_survey_questions.cfm','objects/display/list_detailed_survey_questions.cfm','../objects/display',NULL,'campaign.popup_list_detailed_survey_questions','popup_list_detailed_survey_questions',NULL,'Anket Soruları',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Campaign','campaign',15,79,'page','2011-02-03 15:56:55.0',1721,'192.168.18.87',NULL,NULL,'HTTP',52,'Deployment',4,'2012-08-23 15:15:49.44',10,'192.168.18.109','v 12','popup'
NULL,1,'CRM',NULL,NULL,NULL,NULL,'popup_list_target_markets.cfm','campaign/display/popup_list_target_markets.cfm','display',NULL,'campaign.popup_list_target_markets','popup_list_target_markets',NULL,'Hedef Kitleler',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Campaign','campaign',15,580,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',5,'2012-08-23 14:08:31.36',10,'192.168.18.109','v 12','popup'
NULL,1,'CRM',NULL,NULL,NULL,NULL,'list_target_masses.cfm','campaign/display/list_target_masses.cfm','display',NULL,'campaign.popup_list_target_masses','popup_list_target_masses',NULL,'Hedef Kitle Mesaj Gönder',1,1,0,NULL,0,0,0,0,0,0,NULL,NULL,'Campaign','campaign',15,516,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',1,'2012-08-23 14:29:02.443',10,'192.168.18.109','v 12','popup'
NULL,1,'CRM',NULL,NULL,NULL,NULL,'list_survey.cfm','campaign/display/list_survey.cfm','display',NULL,'campaign.popup_list_target_surveys','popup_list_target_surveys',NULL,'Kampanya Anket Ekle',1,1,0,NULL,0,0,0,0,0,0,NULL,NULL,'Campaign','campaign',15,64,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',1,'2012-08-23 14:49:24.72',10,'192.168.18.109','v 12','popup'
NULL,1,'CRM',NULL,NULL,NULL,NULL,'preview_mail.cfm','campaign/display/preview_mail.cfm','display',NULL,'campaign.popup_preview_mail','popup_preview_mail',NULL,'Mail İçerik',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Campaign','campaign',15,94,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',9,'2012-08-23 15:01:51.357',10,'192.168.18.109','v 12','popup'
NULL,1,'CRM',NULL,'objects',NULL,NULL,'upd_detail_survey_questions.cfm','objects/form/upd_detail_survey_questions.cfm','../objects/form',NULL,'campaign.popup_upd_detail_survey_questions','popup_upd_detail_survey_questions',NULL,'Anket Soru Güncelle',1,0,0,NULL,0,0,1,0,0,0,NULL,NULL,'Campaign','campaign',15,70,'page','2011-02-03 15:16:38.0',1721,'192.168.18.87',NULL,NULL,'HTTP',52,'Deployment',1,'2012-08-23 14:55:54.597',10,'192.168.18.109','v 12','popup'
NULL,1,'CRM',NULL,NULL,NULL,NULL,'view_campaign_comment.cfm','campaign/display/view_campaign_comment.cfm','display',NULL,'campaign.popup_view_campaign_comment','popup_view_campaign_comment',NULL,'Kampanya Yorumları',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Campaign','campaign',15,59,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',9,'2012-08-23 12:07:05.837',10,'192.168.18.109','v 12','popup'
NULL,1,'CRM',NULL,NULL,NULL,NULL,'upd_target_market.cfm','campaign/query/upd_target_market.cfm','query',NULL,'campaign.upd_target_market','upd_target_market',NULL,'Hedef Kitle Güncelle Query',1,0,0,NULL,0,0,1,0,0,0,NULL,NULL,'Campaign','campaign',15,487,NULL,'2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',2,'2012-08-23 09:04:33.05',10,'192.168.18.109','v 12','normal'
'Finans-Muhasebe',1,'ERP','controller/collactedDekont.cfm',NULL,NULL,50045,'add_collacted_dekont.cfm','ch/form/add_collacted_dekont.cfm','form','CurrentReceiptAll','ch.add_collacted_dekont','add_collacted_dekont',NULL,'Toplu Dekont Ekle',1,1,0,1,0,0,0,0,0,0,NULL,'ch_left_menu','Cari','ch',23,1995,NULL,'2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',1,'2012-08-16 09:53:36.33',88,'192.168.6.13','v 12','emptypopup'
'Finans-Muhasebe',1,'ERP','controller/cariRateValuation.cfm',NULL,NULL,47145,'add_cari_rate_valuation.cfm','ch/form/add_cari_rate_valuation.cfm','form','CurrentCurrencyValuation','ch.form_add_cari_rate_valuation','form_add_cari_rate_valuation',NULL,'Kur Değerleme İşlemleri',1,0,0,1,0,0,0,0,0,0,0,'ch_left_menu','Cari','ch',23,3041,NULL,'2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',4,'2014-02-05 11:41:14.053',89,'127.0.0.1','v 14.00','normal'
'Finans-Muhasebe',1,'ERP','controller/cariToCariVirman.cfm',NULL,NULL,30125,'add_cari_to_cari.cfm','ch/form/add_cari_to_cari.cfm','form','CurrentChange','ch.form_add_cari_to_cari','form_add_cari_to_cari',NULL,'Cari Virman Ekle',1,1,0,1,0,0,0,0,0,0,0,'ch_left_menu','Cari','ch',23,1615,NULL,'2012-02-28 11:06:48.0',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',1,'2014-12-16 16:23:50.777',10,'127.0.0.1','v 14.00','normal'
'Finans-Muhasebe',1,'ERP','controller/addDebitClaim.cfm',NULL,NULL,31310,'add_debit_claim_note.cfm','ch/form/add_debit_claim_note.cfm','form','CurrentReceipt','ch.form_add_debit_claim_note','form_add_debit_claim_note',NULL,'Dekont Ekle',1,1,0,1,0,0,0,0,0,0,NULL,NULL,'Cari','ch',23,1173,NULL,'2012-02-28 11:06:48.0',1898,'192.168.18.34','popup_form_add_debit_claim_note','ch','HTTP',52,'Deployment',1,'2012-08-10 15:48:17.253',15,'192.168.18.66','v 12','emptypopup'
'Finans-Muhasebe',1,'ERP','controller/addCollactedVirman.cfm',NULL,NULL,47229,'add_collacted_cari_virman.cfm','ch/form/add_collacted_cari_virman.cfm','form','CurrentChangeAll','ch.form_collacted_cari_virman','form_collacted_cari_virman',NULL,'Toplu Cari Virman',1,1,0,1,0,NULL,0,NULL,0,NULL,0,'ch_left_menu','Cari','ch',23,3984,NULL,'2015-05-04 15:35:30.0',3470,'127.0.0.1',NULL,NULL,'HTTP',52,'Development',1,'2015-05-20 13:23:53.713',3470,'127.0.0.1','v 14.00','normal'
'Finans-Muhasebe',1,'ERP','controller/openAccount.cfm',NULL,NULL,47098,'upd_bill_opening.cfm','ch/form/upd_bill_opening.cfm','form','CurrentPeriodOpen','ch.form_upd_account_open','form_upd_account_open',NULL,'Dönem Açılışı',1,0,0,1,0,0,1,0,0,0,NULL,'ch_left_menu','Cari','ch',23,1737,NULL,'2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',1,'2012-08-16 09:51:38.34',88,'192.168.6.13','v 12','emptypopup'
'Finans-Muhasebe',1,'ERP','controller/listCaris.cfm',NULL,NULL,44641,'list_caris.cfm','ch/display/list_caris.cfm','display','Current','ch.list_caris','list_caris','welcome','Cari İşlemler',1,0,0,1,0,0,0,0,0,0,0,NULL,'Cari','ch',23,20469,NULL,'2012-02-28 11:06:48.0',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',4,'2013-05-07 14:49:35.06',3,'192.168.18.140','v 12','normal'
'Finans-Muhasebe',1,'ERP','controller/listExtre.cfm','objects',NULL,47101,'list_comp_extre.cfm','objects/display/list_comp_extre.cfm','../objects/display','CurrentExtre','ch.list_company_extre','list_company_extre',NULL,'Extre',1,0,0,1,0,0,0,0,0,0,NULL,'ch_left_menu','Cari','ch',23,6103,NULL,'2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',4,'2012-08-16 09:48:57.947',88,'192.168.6.13','v 12','emptypopup'
'Finans-Muhasebe',1,'ERP','controller/premiumPayment.cfm',NULL,NULL,50039,'list_premium_payment.cfm','ch/display/list_premium_payment.cfm','display','PaymentPremium','ch.list_premium_payment','list_premium_payment',NULL,'Prim Ödeme İşlemleri',1,0,0,1,0,0,0,0,0,0,NULL,'ch_left_menu','Cari','ch',23,757,NULL,'2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',4,'2012-08-16 09:54:19.09',88,'192.168.6.13','v 12','emptypopup'
NULL,1,'ERP',NULL,NULL,NULL,NULL,'add_cash.cfm','cash/query/add_cash.cfm','query',NULL,'cash.add_cash','add_cash',NULL,'Query Kasa Bilgisi Ekle',1,1,0,NULL,0,0,0,0,0,0,NULL,NULL,'Cash','cash',18,143,NULL,'2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',2,'2012-08-11 09:49:45.717',15,'192.168.18.66','v 12','normal'
NULL,1,'ERP',NULL,NULL,NULL,NULL,'add_cash_open.cfm','cash/query/add_cash_open.cfm','query',NULL,'cash.add_cash_open','add_cash_open',NULL,'Query Kasa Açılışı Ekle',1,1,0,NULL,0,0,0,0,0,0,NULL,NULL,'Cash','cash',18,114,NULL,'2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',2,'2012-08-11 09:26:29.777',15,'192.168.18.66','v 12','normal'
NULL,1,'ERP',NULL,NULL,NULL,NULL,'add_cash_payment.cfm','cash/query/add_cash_payment.cfm','query',NULL,'cash.add_cash_payment','add_cash_payment',NULL,'Query Kasa Ödeme Ekle',1,1,0,NULL,0,0,0,0,0,0,NULL,NULL,'Cash','cash',18,454,NULL,'2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',2,'2012-08-11 09:55:00.17',15,'192.168.18.66','v 12','normal'
NULL,1,'ERP',NULL,NULL,NULL,NULL,'add_cash_revenue.cfm','cash/query/add_cash_revenue.cfm','query',NULL,'cash.add_cash_revenue','add_cash_revenue',NULL,'Query Nakit Tahsilat Ekle',1,1,0,NULL,0,0,0,0,0,0,NULL,NULL,'Cash','cash',18,935,NULL,'2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',2,'2012-08-11 08:42:47.03',15,'192.168.18.66','v 12','normal'
NULL,1,'ERP',NULL,NULL,NULL,NULL,'del_cash.cfm','cash/query/del_cash.cfm','query',NULL,'cash.del_cash','del_cash',NULL,'Query Kasa Bilgisi Sil',1,0,1,NULL,0,0,0,0,0,0,1,NULL,'Cash','cash',18,22,NULL,'2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',2,'2012-09-04 15:59:05.55',7,'192.168.18.20','v 12','normal'
NULL,1,'ERP',NULL,NULL,NULL,NULL,'del_cash_open.cfm','cash/query/del_cash_open.cfm','query',NULL,'cash.del_cash_open','del_cash_open',NULL,'Query Kasa Açılışı Sil',1,0,1,NULL,0,0,0,0,0,0,NULL,NULL,'Cash','cash',18,15,NULL,'2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',2,'2012-08-11 11:01:02.043',15,'192.168.18.66','v 12','normal'
NULL,1,'ERP',NULL,NULL,NULL,NULL,'del_cash_payment.cfm','cash/query/del_cash_payment.cfm','query',NULL,'cash.del_cash_payment','del_cash_payment',NULL,'Query Kasa Ödeme Sil',1,0,1,NULL,0,0,0,0,0,0,1,NULL,'Cash','cash',18,44,NULL,'2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',2,'2012-09-05 09:05:30.423',7,'192.168.18.20','v 12','normal'
NULL,1,'ERP',NULL,NULL,NULL,NULL,'del_cash_revenue.cfm','cash/query/del_cash_revenue.cfm','query',NULL,'cash.del_cash_revenue','del_cash_revenue',NULL,'Query Nakit Tahsilat Sil',1,0,1,NULL,0,0,0,0,0,0,1,NULL,'Cash','cash',18,163,NULL,'2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',2,'2012-09-05 09:05:09.65',7,'192.168.18.20','v 12','normal'
NULL,1,'ERP',NULL,NULL,NULL,NULL,'add_cash_rate_valuation.cfm','cash/query/add_cash_rate_valuation.cfm','query',NULL,'cash.emptypopup_add_cash_rate_valuation','emptypopup_add_cash_rate_valuation',NULL,'Query Kasa Kur Değerleme Ekle',1,1,0,NULL,0,0,0,0,0,0,NULL,NULL,'Cash','cash',18,66,NULL,'2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',2,'2012-08-11 10:14:29.707',15,'192.168.18.66','v 12','emptypopup'
NULL,1,'ERP',NULL,NULL,NULL,NULL,'add_cash_to_cash.cfm','cash/query/add_cash_to_cash.cfm','query',NULL,'cash.emptypopup_add_cash_to_cash','emptypopup_add_cash_to_cash',NULL,'Query Kasa Virman - Döviz Alış Satış Ekle',1,1,0,NULL,0,0,0,0,0,0,NULL,NULL,'Cash','cash',18,231,NULL,'2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',2,'2012-08-11 08:30:34.32',15,'192.168.18.66','v 12','emptypopup'
NULL,1,'ERP',NULL,NULL,NULL,NULL,'add_collacted_payment.cfm','cash/query/add_collacted_payment.cfm','query',NULL,'cash.emptypopup_add_collacted_payment','emptypopup_add_collacted_payment',NULL,'Query Toplu Ödeme Ekle',1,1,0,NULL,0,0,0,0,0,0,NULL,NULL,'Cash','cash',18,310,NULL,'2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',2,'2012-08-11 09:50:28.993',15,'192.168.18.66','v 12','emptypopup'
NULL,1,'ERP',NULL,NULL,NULL,NULL,'add_collacted_revenue.cfm','cash/query/add_collacted_revenue.cfm','query',NULL,'cash.emptypopup_add_collacted_revenue','emptypopup_add_collacted_revenue',NULL,'Query Toplu Tahsilat Ekle',1,1,0,NULL,0,NULL,0,NULL,NULL,NULL,0,NULL,'Cash','cash',18,150,NULL,'2015-03-04 22:17:28.0',3470,'127.0.0.1',NULL,NULL,'HTTP',52,'Development',2,NULL,NULL,NULL,'v 14.00','emptypopup'
NULL,1,'ERP',NULL,NULL,NULL,NULL,'del_cash_rate_valuation.cfm','cash/query/del_cash_rate_valuation.cfm','query',NULL,'cash.emptypopup_del_cash_rate_valuation','emptypopup_del_cash_rate_valuation',NULL,'Query Kasa Kur Değerleme Sil',1,0,1,NULL,0,0,0,0,0,0,NULL,NULL,'Cash','cash',18,12,NULL,'2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',2,'2012-08-11 10:21:37.263',15,'192.168.18.66','v 12','emptypopup'
NULL,1,'ERP',NULL,NULL,NULL,NULL,'del_cash_to_cash.cfm','cash/query/del_cash_to_cash.cfm','query',NULL,'cash.emptypopup_del_cash_to_cash','emptypopup_del_cash_to_cash',NULL,'Query Kasa Virman - Döviz Alış Satış Sil',1,0,1,NULL,0,0,0,0,0,0,NULL,NULL,'Cash','cash',18,83,NULL,'2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',2,'2012-08-11 08:31:50.923',15,'192.168.18.66','v 12','emptypopup'
NULL,1,'ERP',NULL,NULL,NULL,NULL,'del_collacted_action.cfm','cash/query/del_collacted_action.cfm','query',NULL,'cash.emptypopup_del_collacted_action','emptypopup_del_collacted_action',NULL,'Query Toplu Ödeme - Toplu Tahsilat Sil',1,0,1,NULL,0,0,0,0,0,0,NULL,NULL,'Cash','cash',18,129,NULL,'2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',2,'2012-08-11 09:55:57.167',15,'192.168.18.66','v 12','emptypopup'
NULL,1,'ERP',NULL,NULL,NULL,NULL,'add_cash_rate_valuation.cfm','cash/form/add_cash_rate_valuation.cfm','form',NULL,'cash.emptypopup_form_add_cash_rate_valuation','emptypopup_form_add_cash_rate_valuation',NULL,'Query Kasa Kur Değerleme Excel',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Cash','cash',18,46,NULL,'2010-12-13 15:01:42.0',1723,'192.168.18.27',NULL,NULL,'HTTP',52,'Deployment',9,'2012-08-11 11:06:36.797',15,'192.168.18.66','v 12','normal'
NULL,1,'ERP',NULL,NULL,NULL,NULL,'upd_cash_to_cash.cfm','cash/query/upd_cash_to_cash.cfm','query',NULL,'cash.emptypopup_upd_cash_to_cash','emptypopup_upd_cash_to_cash',NULL,'Query Kasa Virman - Döviz Alış Satış Güncelle',1,0,0,NULL,0,0,1,0,0,0,NULL,NULL,'Cash','cash',18,191,NULL,'2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',2,'2012-08-11 08:26:23.733',15,'192.168.18.66','v 12','emptypopup'
NULL,1,'ERP',NULL,NULL,NULL,NULL,'upd_collacted_payment.cfm','cash/query/upd_collacted_payment.cfm','query',NULL,'cash.emptypopup_upd_collacted_payment','emptypopup_upd_collacted_payment',NULL,'Query Toplu Ödeme Güncelle',1,0,0,NULL,0,0,1,0,0,0,NULL,NULL,'Cash','cash',18,217,NULL,'2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',2,'2012-08-11 08:28:39.637',15,'192.168.18.66','v 12','emptypopup'
NULL,1,'ERP',NULL,NULL,NULL,NULL,'upd_collacted_revenue.cfm','cash/query/upd_collacted_revenue.cfm','query',NULL,'cash.emptypopup_upd_collacted_revenue','emptypopup_upd_collacted_revenue',NULL,'Query Toplu Tahsilat Güncelle',1,0,0,NULL,0,0,1,0,0,0,NULL,NULL,'Cash','cash',18,151,NULL,'2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',2,'2012-08-11 11:04:11.317',15,'192.168.18.66','v 12','emptypopup'
NULL,1,'ERP',NULL,NULL,NULL,NULL,'add_cash.cfm','cash/form/add_cash.cfm','form',NULL,'cash.form_add_cash','form_add_cash',NULL,'Kasa Bilgisi Ekle',1,1,0,NULL,0,0,0,0,0,0,NULL,NULL,'Cash','cash',18,462,NULL,'2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',1,'2012-08-11 08:43:10.26',15,'192.168.18.66','v 12','normal'
NULL,1,'ERP',NULL,NULL,NULL,NULL,'upd_cash_open.cfm','cash/form/upd_cash_open.cfm','form',NULL,'cash.form_upd_cash_open','form_upd_cash_open',NULL,'Kasa Açılışı Güncelle',1,0,0,NULL,0,0,1,0,0,0,NULL,NULL,'Cash','cash',18,103,'page','2012-02-28 11:06:48.0',1898,'192.168.18.34','popup_upd_cash_open','cash','HTTP',52,'Deployment',1,'2012-08-11 10:07:09.873',15,'192.168.18.66','v 12','popup'
NULL,1,'ERP',NULL,NULL,NULL,NULL,'upd_cash_payment.cfm','cash/form/upd_cash_payment.cfm','form',NULL,'cash.form_upd_cash_payment','form_upd_cash_payment',NULL,'Kasa Ödeme Güncelle',1,0,0,NULL,0,0,1,0,0,0,NULL,NULL,'Cash','cash',18,744,'page','2012-02-28 11:06:48.0',1898,'192.168.18.34','popup_upd_cash_payment','cash','HTTP',52,'Deployment',1,'2012-08-11 08:35:58.527',15,'192.168.18.66','v 12','popup'
NULL,1,'ERP',NULL,NULL,NULL,NULL,'upd_cash_revenue.cfm','cash/form/upd_cash_revenue.cfm','form',NULL,'cash.form_upd_cash_revenue','form_upd_cash_revenue',NULL,'Nakit Tahsilat Güncelle',1,0,0,NULL,0,0,1,0,0,0,NULL,NULL,'Cash','cash',18,806,'page','2012-02-28 11:06:48.0',1898,'192.168.18.34','popup_upd_cash_revenue','cash','HTTP',52,'Deployment',1,'2012-08-11 08:36:52.58',15,'192.168.18.66','v 12','popup'
NULL,1,'ERP',NULL,NULL,NULL,NULL,'upd_cash_to_cash.cfm','cash/form/upd_cash_to_cash.cfm','form',NULL,'cash.form_upd_cash_to_cash','form_upd_cash_to_cash',NULL,'Kasa Virman - Döviz Alış Satış Güncelle',1,0,0,NULL,0,0,1,0,0,0,NULL,NULL,'Cash','cash',18,346,NULL,'2012-02-28 11:06:48.0',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',1,'2012-08-11 08:22:39.433',15,'192.168.18.66','v 12','normal'
NULL,1,'ERP',NULL,NULL,NULL,NULL,'add_cash_payment.cfm','cash/form/add_cash_payment.cfm','form',NULL,'cash.popup_add_cash_payment','popup_add_cash_payment',NULL,'form/add_cash_payment.cfm',1,1,0,NULL,0,0,0,0,0,0,NULL,NULL,'Cash','cash',18,181,'page','2012-02-28 11:06:48.0',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',1,'2012-07-31 09:18:47.347',3,'192.168.6.24','v 12','popup'
NULL,1,'ERP',NULL,NULL,NULL,NULL,'add_cash_to_cash.cfm','cash/form/add_cash_to_cash.cfm','form',NULL,'cash.popup_add_cash_to_cash','popup_add_cash_to_cash',NULL,'Kasa Virman - Döviz Alış Satış Ekle',1,1,0,NULL,0,0,0,0,0,0,NULL,NULL,'Cash','cash',18,0,NULL,'2012-02-28 11:06:48.0',1898,'192.168.18.34','form_add_cash_to_cash','cash','HTTP',52,'Deployment',1,'2012-08-11 08:25:44.377',15,'192.168.18.66','v 12','normal'
NULL,1,'ERP',NULL,NULL,NULL,NULL,'add_collacted_payment.cfm','cash/form/add_collacted_payment.cfm','form',NULL,'cash.popup_add_collacted_payment','popup_add_collacted_payment',NULL,'Toplu Ödeme Ekle',1,1,0,NULL,0,0,0,0,0,0,NULL,'cash_left_menu','Cash','cash',18,520,NULL,'2012-02-28 11:06:48.0',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',1,'2012-08-16 10:03:03.137',88,'192.168.6.13','v 12','normal'
NULL,1,'ERP',NULL,NULL,NULL,NULL,'dsp_cash_rate_valuation.cfm','cash/display/dsp_cash_rate_valuation.cfm','display',NULL,'cash.popup_dsp_cash_rate_valuation','popup_dsp_cash_rate_valuation',NULL,'Kasa Kur Değerleme Display',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Cash','cash',18,238,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',9,'2012-08-11 09:52:52.167',15,'192.168.18.66','v 12','popup'
NULL,1,'ERP',NULL,'bank',NULL,NULL,'dsp_get_money.cfm','bank/display/dsp_get_money.cfm','../bank/display',NULL,'cash.popup_dsp_get_money','popup_dsp_get_money',NULL,'Hesaptan Para Çekme Display',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Cash','cash',18,85,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',9,'2012-08-11 10:23:48.337',15,'192.168.18.66','v 12','popup'
NULL,1,'ERP',NULL,'bank',NULL,NULL,'dsp_invest_money.cfm','bank/display/dsp_invest_money.cfm','../bank/display',NULL,'cash.popup_dsp_invest_money','popup_dsp_invest_money',NULL,'Hesaba Para Yatırma Display',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Cash','cash',18,124,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',9,'2012-08-11 10:13:06.857',15,'192.168.18.66','v 12','popup'
NULL,1,'ERP',NULL,'cheque',NULL,NULL,'upd_payroll_bank_revenue_.cfm','cheque/form/upd_payroll_bank_revenue_.cfm','../cheque/form',NULL,'cash.popup_dsp_payroll_bank_revenue','popup_dsp_payroll_bank_revenue',NULL,'Çek Çıkış Bordrosu Tahsil Display',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Cash','cash',18,58,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',9,'2012-08-11 10:03:44.963',15,'192.168.18.66','v 12','popup'
NULL,1,'ERP',NULL,'cheque',NULL,NULL,'upd_voucher_payroll_bank_revenue_.cfm','cheque/form/upd_voucher_payroll_bank_revenue_.cfm','../cheque/form',NULL,'cash.popup_dsp_voucher_payroll_bank_revenue','popup_dsp_voucher_payroll_bank_revenue',NULL,'Senet Çıkış Bordrosu Tahsil Display',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Cash','cash',18,85,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',9,'2012-08-23 15:53:30.14',2,'192.168.18.37','v 12','popup'
NULL,1,'ERP',NULL,'cheque',NULL,NULL,'upd_voucher_payroll_bank_revenue_.cfm','cheque/form/upd_voucher_payroll_bank_revenue_.cfm','../cheque/form',NULL,'cash.popup_dsp_voucher-payroll_bank_revenue','popup_dsp_voucher-payroll_bank_revenue',NULL,'Senet Çıkış Bordrosu Tahsil Display',1,0,0,NULL,0,0,0,0,0,0,NULL,NULL,'Cash','cash',18,1,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',9,'2012-08-23 16:30:42.343',2,'192.168.18.37','v 12','popup'
NULL,1,'ERP',NULL,NULL,NULL,NULL,'upd_cash.cfm','cash/form/upd_cash.cfm','form',NULL,'cash.popup_upd_cash','popup_upd_cash',NULL,'Kasa Bilgisi Güncelle',1,0,0,NULL,0,0,1,0,0,0,NULL,NULL,'Cash','cash',18,1886,'page','2010-11-25 15:53:42.823',1898,'192.168.18.34',NULL,NULL,'HTTP',52,'Deployment',1,'2012-08-11 08:37:52.507',15,'192.168.18.66','v 12','popup'
